2026-06-04 12:04:49,433 | INFO | 
Initiating cross validation...
2026-06-04 12:04:49,452 | INFO | Scenario: scenario_1___nu=3 | n_rep: 0 | KDE model: gaussian rot
2026-06-04 12:14:57,393 | INFO | 
Initiating cross validation...
2026-06-04 12:14:57,409 | INFO | Scenario: scenario_1___nu=3 | n_rep: 0 | KDE model: gaussian rot
2026-06-04 12:14:58,295 | INFO | Scenario: scenario_1___nu=3 | n_rep: 1 | KDE model: gaussian rot
2026-06-04 12:14:59,465 | INFO | Scenario: scenario_1___nu=3 | n_rep: 2 | KDE model: gaussian rot
2026-06-04 12:14:59,956 | INFO | Scenario: scenario_1___nu=3 | n_rep: 3 | KDE model: gaussian rot
2026-06-04 12:15:00,535 | INFO | Scenario: scenario_1___nu=3 | n_rep: 4 | KDE model: gaussian rot
2026-06-04 12:15:01,034 | INFO | Scenario: scenario_1___nu=3 | n_rep: 5 | KDE model: gaussian rot
2026-06-04 12:15:01,709 | INFO | Scenario: scenario_1___nu=3 | n_rep: 6 | KDE model: gaussian rot
2026-06-04 12:15:02,379 | INFO | Scenario: scenario_1___nu=3 | n_rep: 7 | KDE model: gaussian rot
2026-06-04 12:15:03,433 | INFO | Scenario: scenario_1___nu=3 | n_rep: 8 | KDE model: gaussian rot
2026-06-04 12:15:04,063 | INFO | Scenario: scenario_1___nu=3 | n_rep: 9 | KDE model: gaussian rot
2026-06-04 12:15:04,580 | INFO | Scenario: scenario_1___nu=8 | n_rep: 0 | KDE model: gaussian rot
2026-06-04 12:15:05,213 | INFO | Scenario: scenario_1___nu=8 | n_rep: 1 | KDE model: gaussian rot
2026-06-04 12:15:05,688 | INFO | Scenario: scenario_1___nu=8 | n_rep: 2 | KDE model: gaussian rot
2026-06-04 12:15:06,261 | INFO | Scenario: scenario_1___nu=8 | n_rep: 3 | KDE model: gaussian rot
2026-06-04 12:15:07,152 | INFO | Scenario: scenario_1___nu=8 | n_rep: 4 | KDE model: gaussian rot
2026-06-04 12:15:08,392 | INFO | Scenario: scenario_1___nu=8 | n_rep: 5 | KDE model: gaussian rot
2026-06-04 12:15:09,294 | INFO | Scenario: scenario_1___nu=8 | n_rep: 6 | KDE model: gaussian rot
2026-06-04 12:15:10,282 | INFO | Scenario: scenario_1___nu=8 | n_rep: 7 | KDE model: gaussian rot
2026-06-04 12:15:11,024 | INFO | Scenario: scenario_1___nu=8 | n_rep: 8 | KDE model: gaussian rot
2026-06-04 12:15:11,722 | INFO | Scenario: scenario_1___nu=8 | n_rep: 9 | KDE model: gaussian rot
2026-06-04 12:15:12,797 | INFO | Scenario: scenario_2___nu=3 | n_rep: 0 | KDE model: gaussian rot
2026-06-04 12:15:13,840 | INFO | Scenario: scenario_2___nu=3 | n_rep: 1 | KDE model: gaussian rot
2026-06-04 12:15:14,525 | INFO | Scenario: scenario_2___nu=3 | n_rep: 2 | KDE model: gaussian rot
2026-06-04 12:15:15,575 | INFO | Scenario: scenario_2___nu=3 | n_rep: 3 | KDE model: gaussian rot
2026-06-04 12:15:16,272 | INFO | Scenario: scenario_2___nu=3 | n_rep: 4 | KDE model: gaussian rot
2026-06-04 12:15:17,013 | INFO | Scenario: scenario_2___nu=3 | n_rep: 5 | KDE model: gaussian rot
2026-06-04 12:15:17,969 | INFO | Scenario: scenario_2___nu=3 | n_rep: 6 | KDE model: gaussian rot
2026-06-04 12:15:18,708 | INFO | Scenario: scenario_2___nu=3 | n_rep: 7 | KDE model: gaussian rot
2026-06-04 12:15:19,819 | INFO | Scenario: scenario_2___nu=3 | n_rep: 8 | KDE model: gaussian rot
2026-06-04 12:15:20,533 | INFO | Scenario: scenario_2___nu=3 | n_rep: 9 | KDE model: gaussian rot
2026-06-04 12:15:21,152 | INFO | Scenario: scenario_2___nu=8 | n_rep: 0 | KDE model: gaussian rot
2026-06-04 12:15:22,280 | INFO | Scenario: scenario_2___nu=8 | n_rep: 1 | KDE model: gaussian rot
2026-06-04 12:15:23,508 | INFO | Scenario: scenario_2___nu=8 | n_rep: 2 | KDE model: gaussian rot
2026-06-04 12:15:24,228 | INFO | Scenario: scenario_2___nu=8 | n_rep: 3 | KDE model: gaussian rot
2026-06-04 12:15:25,357 | INFO | Scenario: scenario_2___nu=8 | n_rep: 4 | KDE model: gaussian rot
2026-06-04 12:15:26,100 | INFO | Scenario: scenario_2___nu=8 | n_rep: 5 | KDE model: gaussian rot
2026-06-04 12:15:26,967 | INFO | Scenario: scenario_2___nu=8 | n_rep: 6 | KDE model: gaussian rot
2026-06-04 12:15:27,798 | INFO | Scenario: scenario_2___nu=8 | n_rep: 7 | KDE model: gaussian rot
2026-06-04 12:15:28,817 | INFO | Scenario: scenario_2___nu=8 | n_rep: 8 | KDE model: gaussian rot
2026-06-04 12:15:29,546 | INFO | Scenario: scenario_2___nu=8 | n_rep: 9 | KDE model: gaussian rot
2026-06-04 12:15:30,658 | INFO | Scenario: scenario_3___nu=3 | n_rep: 0 | KDE model: gaussian rot
2026-06-04 12:15:31,743 | INFO | Scenario: scenario_3___nu=3 | n_rep: 1 | KDE model: gaussian rot
2026-06-04 12:15:32,587 | INFO | Scenario: scenario_3___nu=3 | n_rep: 2 | KDE model: gaussian rot
2026-06-04 12:15:33,537 | INFO | Scenario: scenario_3___nu=3 | n_rep: 3 | KDE model: gaussian rot
2026-06-04 12:15:34,570 | INFO | Scenario: scenario_3___nu=3 | n_rep: 4 | KDE model: gaussian rot
2026-06-04 12:15:35,253 | INFO | Scenario: scenario_3___nu=3 | n_rep: 5 | KDE model: gaussian rot
2026-06-04 12:15:36,798 | INFO | Scenario: scenario_3___nu=3 | n_rep: 6 | KDE model: gaussian rot
2026-06-04 12:15:37,857 | INFO | Scenario: scenario_3___nu=3 | n_rep: 7 | KDE model: gaussian rot
2026-06-04 12:15:38,803 | INFO | Scenario: scenario_3___nu=3 | n_rep: 8 | KDE model: gaussian rot
2026-06-04 12:15:39,806 | INFO | Scenario: scenario_3___nu=3 | n_rep: 9 | KDE model: gaussian rot
2026-06-04 12:15:40,855 | INFO | Scenario: scenario_3___nu=8 | n_rep: 0 | KDE model: gaussian rot
2026-06-04 12:15:41,992 | INFO | Scenario: scenario_3___nu=8 | n_rep: 1 | KDE model: gaussian rot
2026-06-04 12:15:42,895 | INFO | Scenario: scenario_3___nu=8 | n_rep: 2 | KDE model: gaussian rot
2026-06-04 12:15:44,042 | INFO | Scenario: scenario_3___nu=8 | n_rep: 3 | KDE model: gaussian rot
2026-06-04 12:15:44,720 | INFO | Scenario: scenario_3___nu=8 | n_rep: 4 | KDE model: gaussian rot
2026-06-04 12:15:45,454 | INFO | Scenario: scenario_3___nu=8 | n_rep: 5 | KDE model: gaussian rot
2026-06-04 12:15:46,192 | INFO | Scenario: scenario_3___nu=8 | n_rep: 6 | KDE model: gaussian rot
2026-06-04 12:15:46,898 | INFO | Scenario: scenario_3___nu=8 | n_rep: 7 | KDE model: gaussian rot
2026-06-04 12:15:47,608 | INFO | Scenario: scenario_3___nu=8 | n_rep: 8 | KDE model: gaussian rot
2026-06-04 12:15:49,063 | INFO | Scenario: scenario_3___nu=8 | n_rep: 9 | KDE model: gaussian rot
2026-06-04 12:15:49,807 | INFO | Scenario: scenario_4___nu=3 | n_rep: 0 | KDE model: gaussian rot
2026-06-04 12:15:50,712 | INFO | Scenario: scenario_4___nu=3 | n_rep: 1 | KDE model: gaussian rot
2026-06-04 12:15:51,321 | INFO | Scenario: scenario_4___nu=3 | n_rep: 2 | KDE model: gaussian rot
2026-06-04 12:15:51,938 | INFO | Scenario: scenario_4___nu=3 | n_rep: 3 | KDE model: gaussian rot
2026-06-04 12:15:52,667 | INFO | Scenario: scenario_4___nu=3 | n_rep: 4 | KDE model: gaussian rot
2026-06-04 12:15:53,143 | INFO | Scenario: scenario_4___nu=3 | n_rep: 5 | KDE model: gaussian rot
2026-06-04 12:15:54,030 | INFO | Scenario: scenario_4___nu=3 | n_rep: 6 | KDE model: gaussian rot
2026-06-04 12:15:55,263 | INFO | Scenario: scenario_4___nu=3 | n_rep: 7 | KDE model: gaussian rot
2026-06-04 12:15:55,850 | INFO | Scenario: scenario_4___nu=3 | n_rep: 8 | KDE model: gaussian rot
2026-06-04 12:15:56,778 | INFO | Scenario: scenario_4___nu=3 | n_rep: 9 | KDE model: gaussian rot
2026-06-04 12:15:57,411 | INFO | Scenario: scenario_4___nu=8 | n_rep: 0 | KDE model: gaussian rot
2026-06-04 12:15:58,468 | INFO | Scenario: scenario_4___nu=8 | n_rep: 1 | KDE model: gaussian rot
