2026-07-28 03:28:45,275 | INFO | 
Initiating cross validation...
2026-07-28 03:28:45,294 | INFO | Scenario: scenario_4___nu=3 | n_rep: 0 | KDE model: gaussian rot
2026-07-28 03:29:26,932 | INFO | Scenario: scenario_4___nu=3 | n_rep: 1 | KDE model: gaussian rot
2026-07-28 03:30:07,006 | INFO | Scenario: scenario_4___nu=3 | n_rep: 2 | KDE model: gaussian rot
2026-07-28 03:30:47,829 | INFO | Scenario: scenario_4___nu=3 | n_rep: 3 | KDE model: gaussian rot
2026-07-28 03:31:29,258 | INFO | Scenario: scenario_4___nu=3 | n_rep: 4 | KDE model: gaussian rot
2026-07-28 03:32:10,692 | INFO | Scenario: scenario_4___nu=3 | n_rep: 5 | KDE model: gaussian rot
2026-07-28 03:32:52,707 | INFO | Scenario: scenario_4___nu=3 | n_rep: 6 | KDE model: gaussian rot
2026-07-28 03:33:34,508 | INFO | Scenario: scenario_4___nu=3 | n_rep: 7 | KDE model: gaussian rot
2026-07-28 03:34:15,572 | INFO | Scenario: scenario_4___nu=3 | n_rep: 8 | KDE model: gaussian rot
2026-07-28 03:34:56,363 | INFO | Scenario: scenario_4___nu=3 | n_rep: 9 | KDE model: gaussian rot
2026-07-28 03:35:36,221 | INFO | Scenario: scenario_4___nu=3 | n_rep: 10 | KDE model: gaussian rot
2026-07-28 03:36:16,611 | INFO | Scenario: scenario_4___nu=3 | n_rep: 11 | KDE model: gaussian rot
2026-07-28 03:36:57,333 | INFO | Scenario: scenario_4___nu=3 | n_rep: 12 | KDE model: gaussian rot
2026-07-28 03:37:38,974 | INFO | Scenario: scenario_4___nu=3 | n_rep: 13 | KDE model: gaussian rot
2026-07-28 03:38:19,714 | INFO | Scenario: scenario_4___nu=3 | n_rep: 14 | KDE model: gaussian rot
2026-07-28 03:39:01,105 | INFO | Scenario: scenario_4___nu=3 | n_rep: 15 | KDE model: gaussian rot
2026-07-28 03:39:42,651 | INFO | Scenario: scenario_4___nu=3 | n_rep: 16 | KDE model: gaussian rot
2026-07-28 03:40:23,367 | INFO | Scenario: scenario_4___nu=3 | n_rep: 17 | KDE model: gaussian rot
2026-07-28 03:41:04,509 | INFO | Scenario: scenario_4___nu=3 | n_rep: 18 | KDE model: gaussian rot
2026-07-28 03:41:46,482 | INFO | Scenario: scenario_4___nu=3 | n_rep: 19 | KDE model: gaussian rot
2026-07-28 03:42:27,651 | INFO | Scenario: scenario_4___nu=3 | n_rep: 20 | KDE model: gaussian rot
2026-07-28 03:43:09,649 | INFO | Scenario: scenario_4___nu=3 | n_rep: 21 | KDE model: gaussian rot
2026-07-28 03:43:50,651 | INFO | Scenario: scenario_4___nu=3 | n_rep: 22 | KDE model: gaussian rot
2026-07-28 03:44:32,632 | INFO | Scenario: scenario_4___nu=3 | n_rep: 23 | KDE model: gaussian rot
2026-07-28 03:45:14,232 | INFO | Scenario: scenario_4___nu=3 | n_rep: 24 | KDE model: gaussian rot
2026-07-28 03:45:55,404 | INFO | Scenario: scenario_4___nu=3 | n_rep: 25 | KDE model: gaussian rot
2026-07-28 03:46:35,320 | INFO | Scenario: scenario_4___nu=3 | n_rep: 26 | KDE model: gaussian rot
2026-07-28 03:47:17,350 | INFO | Scenario: scenario_4___nu=3 | n_rep: 27 | KDE model: gaussian rot
2026-07-28 03:47:58,224 | INFO | Scenario: scenario_4___nu=3 | n_rep: 28 | KDE model: gaussian rot
2026-07-28 03:48:39,888 | INFO | Scenario: scenario_4___nu=3 | n_rep: 29 | KDE model: gaussian rot
2026-07-28 03:49:21,992 | INFO | Scenario: scenario_4___nu=3 | n_rep: 30 | KDE model: gaussian rot
2026-07-28 03:50:03,197 | INFO | Scenario: scenario_4___nu=3 | n_rep: 31 | KDE model: gaussian rot
2026-07-28 03:50:44,262 | INFO | Scenario: scenario_4___nu=3 | n_rep: 32 | KDE model: gaussian rot
2026-07-28 03:51:24,730 | INFO | Scenario: scenario_4___nu=3 | n_rep: 33 | KDE model: gaussian rot
2026-07-28 03:52:05,643 | INFO | Scenario: scenario_4___nu=3 | n_rep: 34 | KDE model: gaussian rot
2026-07-28 03:52:46,721 | INFO | Scenario: scenario_4___nu=3 | n_rep: 35 | KDE model: gaussian rot
2026-07-28 03:53:26,877 | INFO | Scenario: scenario_4___nu=3 | n_rep: 36 | KDE model: gaussian rot
2026-07-28 03:54:08,215 | INFO | Scenario: scenario_4___nu=3 | n_rep: 37 | KDE model: gaussian rot
2026-07-28 03:54:49,444 | INFO | Scenario: scenario_4___nu=3 | n_rep: 38 | KDE model: gaussian rot
2026-07-28 03:55:30,051 | INFO | Scenario: scenario_4___nu=3 | n_rep: 39 | KDE model: gaussian rot
2026-07-28 03:56:10,854 | INFO | Scenario: scenario_4___nu=3 | n_rep: 40 | KDE model: gaussian rot
2026-07-28 03:56:52,529 | INFO | Scenario: scenario_4___nu=3 | n_rep: 41 | KDE model: gaussian rot
2026-07-28 03:57:34,124 | INFO | Scenario: scenario_4___nu=3 | n_rep: 42 | KDE model: gaussian rot
2026-07-28 03:58:14,422 | INFO | Scenario: scenario_4___nu=3 | n_rep: 43 | KDE model: gaussian rot
2026-07-28 03:58:56,004 | INFO | Scenario: scenario_4___nu=3 | n_rep: 44 | KDE model: gaussian rot
2026-07-28 03:59:37,141 | INFO | Scenario: scenario_4___nu=3 | n_rep: 45 | KDE model: gaussian rot
2026-07-28 04:00:19,395 | INFO | Scenario: scenario_4___nu=3 | n_rep: 46 | KDE model: gaussian rot
2026-07-28 04:01:00,584 | INFO | Scenario: scenario_4___nu=3 | n_rep: 47 | KDE model: gaussian rot
2026-07-28 04:01:42,237 | INFO | Scenario: scenario_4___nu=3 | n_rep: 48 | KDE model: gaussian rot
2026-07-28 04:02:23,809 | INFO | Scenario: scenario_4___nu=3 | n_rep: 49 | KDE model: gaussian rot
